code,title,definition,longdefinition,inclusions,exclusions
PA80.0,Unintentionally struck by projectile from handgun,,,gun for single hand use,
PA80.1,"Unintentionally struck by projectile from rifle, shotgun or larger firearm",,,,
PA80.2,Unintentional exposure to other and unspecified firearm,,,shot NOS,
PA81,Unintentionally struck by moving object,,,,
PA82,Unintentional striking against stationary object,,,,
PA83.0,"Unintentionally cut or pierced by knife, sword, or dagger",,,,
PA83.1,Unintentionally cut or pierced by sharp glass,,,,
PA83.2,Unintentionally cut or pierced by other or unspecified sharp object,,,,
PA84,Unintentionally struck by blunt object,,,,
PA85,"Unintentionally caught, crushed, jammed or pinched between objects",,,,
PA8Y,"Unintentional exposure to other specified object, not elsewhere classified",,,,
PA8Z,"Unintentional exposure to object, unspecified",,,,
PA90,"Unintentional drowning or submersion, while in body of water",,,,
PA91,"Unintentional drowning or submersion, following fall into body of water",,,,
PA92,Unintentional injury other than drowning following fall into body of water,,,,
PA9Z,"Unintentional immersion, submersion or falling into water, unspecified",,,,
PB00,Unintentional threat to breathing by suffocation from object covering mouth or nose,,,,
PB01,Unintentional threat to breathing by hanging,,,,
PB02,Unintentional threat to breathing by strangulation,,,,
PB03,Unintentional threat to breathing by external compression of airways or chest,,,,Unintentional threat to breathing by hanging; Unintentional threat to breathing by strangulation
PB04,Unintentional threat to breathing by inhalation or ingestion of gastric contents,,,,
PB05,Unintentional threat to breathing by inhalation or ingestion of liquids,,,,
PB06,Unintentional threat to breathing by inhalation or ingestion of food,,,,
PB07,Unintentional threat to breathing by inhalation or ingestion of other objects or materials,,,,
PB08,Unintentional threat to breathing from low oxygen environment,,,,
PB0Y,Unintentional threat to breathing by other specified means,,,,
PB0Z,Unintentional threat to breathing by unspecified means,,,,
PB10,Unintentional exposure to uncontrolled fire,,,,
PB11,Unintentional exposure to controlled fire,,,,
PB12,Unintentional exposure to ignition or melting of material,,,,
PB13,Unintentional contact with hot object or liquid,,,,
PB14,"Unintentional exposure to steam, hot vapour, air or gases",,,,
PB15,Unintentional exposure to excessive heat,,,,
PB16,Unintentional exposure to excessive cold,,,,
PB1Y,Unintentional exposure to other specified thermal mechanism,,,,
PB1Z,Unintentional exposure to unspecified thermal mechanism,,,,
PB20,Unintentional exposure to or harmful effects of opioids or related analgesics,,,accidental overdose of opioids or related analgesics,Substances associated with injury or harm in therapeutic use
PB21,Unintentional exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants,,,accidental overdose by sedative hypnotic drugs or other CNS depressants,Substances associated with injury or harm in therapeutic use
PB22,Unintentional exposure to or harmful effects of psychostimulants,,,accidental overdose of psychostimulants,Substances associated with injury or harm in therapeutic use
PB23,Unintentional exposure to or harmful effects of cannabinoids or hallucinogens,,,accidental overdose of cannabinoids or hallucinogens,Substances associated with injury or harm in therapeutic use
PB24,"Unintentional exposure to or harmful effects of analgesics, antipyretics or nonsteroidal anti-inflammatory drugs",,,"accidental overdose of analgesics, antipyretics or nonsteroidal anti-inflammatory drugs",Substances associated with injury or harm in therapeutic use
PB25,Unintentional exposure to or harmful effects of antidepressants,,,accidental overdose of antidepressants,Substances associated with injury or harm in therapeutic use
PB26,Unintentional exposure to or harmful effects of antipsychotics,,,accidental overdose of antipsychotics,Substances associated with injury or harm in therapeutic use
PB27,Unintentional exposure to or harmful effects of antiepileptics or antiparkinsonism drugs,,,accidental overdose of antiepileptics or antiparkinsonism drugs,Substances associated with injury or harm in therapeutic use
PB28,"Unintentional exposure to or harmful effects of other or unspecified drug, medicament or biological substance",,,,
PB29,"Unintentional exposure to or harmful effects of multiple drugs, medicaments or biological substances",,,"accidental overdose of multiple drugs, medicaments or biological substances",
PB30,Unintentional exposure to or harmful effects of alcohols,,,,
PB31,Unintentional exposure to or harmful effects of organic solvents,,,,
PB32,Unintentional exposure to or harmful effects of carbon monoxide,,,,
PB33,Unintentional exposure to or harmful effects of pesticides,,,,
PB34,Unintentional exposure to or harmful effects of corrosive substances,,,,
PB35,Unintentional exposure to or harmful effects of halogen derivatives of aliphatic or aromatic hydrocarbons,,,,
PB36,Unintentional exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source,,,,
PB50,Unintentional exposure to foreign body in orifice,,,,
PB51,Unintentional exposure to electric current,,,,
PB52,Unintentional exposure to sunlight,,,,
PB53,Unintentional exposure to radiation,,,,
PB54,Unintentional exposure to high or low air pressure or changes in air pressure,,,,
PB55.0,Unintentional exposure to chemical explosion,,,,
PB55.1,Unintentional exposure to explosion or rupture of pressurised materials or object,,,,
PB55.Y,Other specified unintentional exposure to explosion,,,,
PB55.Z,"Unintentional exposure to explosion, unspecified",,,,
PB56,Unintentional exposure to physical overexertion,,,,
PB57,Unintentional lack of food,,,,
PB58,Unintentional lack of water,,,,
PB59,Unintentional other specified privation,,,,
PB5A,Unintentional abandonment,,,,
PB5B,Unintentional neglect,,,,
PB6Y,Other unintentional cause of morbidity or mortality,,,,
PB6Z,Unspecified unintentional cause of morbidity or mortality,,,,
PB80,Intentional self-harm by land transport road traffic injury event,,,,
PB81,Intentional self-harm by land transport off-road nontraffic injury event,,,,
PB82,Intentional self-harm by land transport injury event unknown whether traffic or nontraffic,,,,
PB83,Intentional self-harm by railway transport injury event,,,,
PB90,"Intentional self-harm by water transport injury event with water vessel damaged, disabled or destroyed",,,,
PB91.0,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed causing submersion or drowning",,,,
PB91.1,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed causing other injury",,,,
PB91.Z,"Intentional self-harm by water transport injury event with water vessel not damaged, disabled or destroyed, unspecified",,,,
PB9Z,Intentional self-harm by water transport injury event with damage to water vessel unspecified,,,,
PC00,"Intentional self-harm by air or space transport injury event with aircraft or spacecraft damaged, disabled or destroyed",,,,
PC01,"Intentional self-harm by air or space transport injury event with aircraft or spacecraft not damaged, disabled or destroyed",,,,
PC0Z,Intentional self-harm by air or space transport injury event with damage to aircraft or spacecraft unspecified,,,,
PC2Y,Intentional self-harm by other specified transport injury event,,,,
PC2Z,"Intentional self-harm by transport injury event, unspecified",,,,
PC30,Intentional self-harm by fall or jump on same level or from less than 1 metre,,,,
PC31,Intentional self-harm by fall or jump from a height of 1 metre or more,,,,
PC3Y,Other specified intentional self-harm by fall or jump,,,,
PC3Z,"Intentional self-harm by fall or jump, unspecified",,,,
PC40,"Intentional self-harm by being struck, kicked, or bumped by person",,,,
PC41,"Intentional self-harm by being struck, kicked, or bumped by animal",,,,
PC42,Intentional self-harm by being stepped on or crushed by person,,,,
PC43,Intentional self-harm by being stepped on or crushed by animal,,,,
PC44,Intentional self-harm by being bitten by animal,,,,
PC45,Intentional self-harm by being scratched or clawed by person,,,,
PC46,Intentional self-harm by being scratched or clawed by animal,,,,
PC47,Intentional self-harm by being stung or envenomated by animal,,,,
PC48,Intentional self-harm by contact with plant,,,,
PC4Y,"Other specified type of intentional self-harm by contact with person, animal or plant",,,,
PC4Z,"Intentional self-harm by contact with person, animal or plant, type unspecified",,,,
PC50.0,Intentional self-harm by projectile from handgun,,,,
PC50.1,"Intentional self-harm by projectile from rifle, shotgun or larger firearm",,,,
PC50.Y,Other specified intentional self-harm by being struck by projectile from firearm,,,,
PC50.Z,"Intentional self-harm by being struck by projectile from firearm, unspecified",,,,
PC51,"Intentional self-harm by being struck by moving object, not elsewhere classified",,,,
PC52,Intentional self-harm by striking against stationary object,,,,
PC53.0,"Intentional self-harm by being cut or pierced by knife, sword or dagger",,,,
PC53.1,Intentional self-harm by being cut or pierced by sharp glass,,,,
PC53.Y,Other specified intentional self-harm by being cut or pierced by sharp object,,,,
PC53.Z,"Intentional self-harm by being cut or pierced by sharp object, unspecified",,,,
PC54,Intentional self-harm by being struck by blunt object,,,,
PC55,"Intentional self-harm by being caught, crushed, jammed or pinched between objects",,,,
PC5Y,Intentional self harm by contact with other specified type of weapon,,,,
PC5Z,"Intentional self harm by contact with weapon, type unspecified",,,,
PC60,Intentional self-harm by drowning or submersion while in body of water,,,,
PC61,Intentional self-harm by drowning or submersion following fall into body of water,,,,
PC62,Intentional self-harm by injury other than drowning while in body of water,,,,
PC63,Intentional self-harm by injury other than drowning following fall into body of water,,,,
PC6Z,"Intentional self-harm by immersion, submersion or falling into water, unspecified",,,,
PC70,Intentional self-harm by threat to breathing by suffocation from object covering mouth or nose,,,,
PC71,Intentional self-harm by threat to breathing by hanging,,,,
PC72,Intentional self-harm by threat to breathing by strangulation,,,,
PC73,Intentional self-harm by threat to breathing by external compression of airways or chest,,,,Intentional self-harm by threat to breathing by hanging; Intentional self-harm by threat to breathing by strangulation
PC74,Intentional self-harm by inhalation or ingestion of gastric contents,,,,
PC75,Intentional self-harm by threat to breathing by inhalation or ingestion of liquids,,,,
PC76,Intentional self-harm by threat to breathing by inhalation or ingestion of food,,,,
PC77,Intentional self-harm by threat to breathing by inhalation or ingestion of other objects or materials,,,,
PC78,Intentional self-harm by threat to breathing from low oxygen environment,,,,
